Index,Sentence,New_Tokens,True_Label,Predicted_Label,True_Targets,Predicted_Targets,True_Words,Predicted_Words
1483,you got hate up in your heart nigga that your biggest flaw,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1484,if you give up your guns their boots will be stomped on your face forever inbred muslims and tranny sluts that is until you are dead then the muzzies will throw their allies off roof tops,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'inbred muslims', 'tranny sluts' and 'muzzies'.",0,0,['Islam'],['Islam'],"['muslims', 'tranny sluts', 'muzzies']","['inbred muslims', 'tranny sluts', 'muzzies']"
1485,we are living in a time where it harder to smuggle <number> cigarettes into the country than <number> illegal immigrants,"### Classification:
 offensive 

### Target Communities:
 Refugee 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Refugee through words 'smuggle <number> cigarettes into the country than <number> illegal immigrants'.",2,2,['Refugee'],['Refugee'],['illegal immigrants'],['smuggle <number> cigarettes into the country than <number> illegal immigrants']
1486,<user> lmao actually i take that back it depends on how much i like the person 🥴 but even then sucking dick is ghetto,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['Homosexual'],['none'],[],[]
1487,jews and vatican using the niggers to do dirty work jews used rome to kill jesus nothing new under sun fuck the vatican and the catholic church with is dead jesus on the cross the cocksuckers of tammuz pope kiss a a babies cock dirty pedo wankers,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'niggers'.",0,0,"['African', 'Jewish']",['African'],"['niggers', 'kill jesus', 'fuck the vatican and the catholic church', 'cocksuckers']",['niggers']
1488,i swear you bread will toast for <number> years and will not be even slightly brown and then after you check it becomes black in <number> secs,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1489,<user> <user> <user> <user> but guilty by every white person,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1490,notice how none of the race retards has anything to say about the conspiracy behind the comeback leading to the women french open title omg it wuz too european white women so it must b teh pure,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'race retards'.",2,2,[],['none'],['retards'],['race retards']
1491,lmao i still love myself but i ’ m kinda retarded,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Other'],['none'],['retarded'],[]
1492,jewelry kike perverts gassed me on twitter and preventing fake phone number accounts enjoying gab way better,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'kike'.",0,0,['Jewish'],['Jewish'],['kike'],['kike']
1493,i called my boyfriend a broke bitch one time n he still won ’ t unblock me i hate you la niggas 😭 😭 😭,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",0,1,['African'],['none'],"['bitch', 'niggas']",[]
1494,most western europeans would rather be killed or raped not a play on words or a euphemism or have their children killed or raped by evil muslim invaders then be called a racist bigot xenophobe or islamaphobe cultural marxism schooling has brain washed them into submissive spineless pussies,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'evil muslim invaders'.",2,0,['Islam'],['Islam'],"['killed or raped', 'children killed or raped by evil muslim invaders']",['evil muslim invaders']
1495,qatar has the death penalty for homosexual activity but at the same time there are no recorded cases of executions for it which pretty much exemplifies the state of law in the middle east in theory everything is prohibited in reality most things are not,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1496,let the snow flakes cry bitch and scream it judgement day and time normalize islamaphobia as a healthy condition piss on political correctness and then deport every single last sand nigger savage,"### Classification:
 hate speech 

### Target Communities:
 Arab, Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Arab and Islam through words 'deport every single last sand nigger savage'.",0,0,"['Arab', 'Islam']","['Arab', 'Islam']","['islamaphobia', 'deport every single last sand nigger savage']",['deport every single last sand nigger savage']
1497,well he needs to stop pimping them out then or these hoes have become too uppity flashmaster trump needs to discipline them like any good ghetto pimp would,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'hoes'.",0,2,['African'],['Women'],['stop pimping them out'],['hoes']
1498,islam exists its a problem and should be erased period dont defend sand niggers nothing is more disgusting than someone who defends these animals all muslims are still muslim and all muslims should die by the sword of god deusvult,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'sand niggers' and 'muslims are still muslim and all muslims should die by the sword of god'.",0,0,"['Arab', 'Islam']",['Islam'],"['sand niggers', 'all muslims should die by the sword of god']","['sand niggers', 'muslims are still muslim and all muslims should die by the sword of god']"
1499,the only way you can tell these sand niggers apart is by the size of the ashtrays on their heads,"### Classification:
 hate speech 

### Target Communities:
 Arab 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Arab through words 'sand niggers'.",2,0,"['Arab', 'Islam']",['Arab'],['sand niggers'],['sand niggers']
1500,i should write a comic book about a white superhero who takes a woodchipper to a ghetto hospital an throws all the newborn niglets into it 😹 😹 😹,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'niglets'.",0,0,['African'],['African'],"['ghetto', 'newborn niglets']",['niglets']
1501,i was thinking they were so retarded they actually mistook her for thomas jefferson,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'retarded'.",2,2,['Other'],['none'],['retarded'],['retarded']
1502,for all you white people time to wake the fk up white people freed the blacks and gave them a future in the <number> the democrats stepped in with pres johnson and bought them back into slavery with welfare by destroying the family no father needed and urban ghettos were born,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['African'],['none'],['back into slavery with welfare by'],[]
